,title,ingredients,steps,url
108,富貴蘿蔔糕,"['史雲生清雞湯1公升', '白蘿蔔（刨絲）4.5公斤', '臘腸（熱水浸軟切粒）175克', '去皮臘肉（熱水浸軟切粒）175克', '蝦米（熱水浸軟切粒）100克', '水磨粘米粉800克', '澄麵200克', '乾蔥頭（切茸）5粒', '蔥花\u3000適量', '炒香白芝麻\u3000適量']","['燒熱油2湯匙爆香蝦米粒，臘腸粒及臘肉粒，備用。', '燒熱油爆香乾蔥茸，加入蘿蔔絲略炒，用適量鹽和胡椒粉調味，煮至蘿蔔絲熟透，離火。', '同時篩勻粘米粉和澄麵，將史雲生清雞湯逐少加入粉中攪拌成粉漿，然後加入蘿蔔絲和其他材料，快手攪拌至均勻。', '倒進已抹油之糕盆中，用大火蒸約60-75分鐘，最後灑上蔥粒和芝麻即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=113
109,上湯粉絲浸蜆,"['史雲生清雞湯250毫升', '蜆（洗淨）250克', '乾粉絲（浸軟）1細包（50克）', '日本清酒 3湯匙', '薑4片', '蔥（切段）2條', '水250毫升', '史雲生清雞湯大大提升蜆肉鮮甜味。']","['燒熱油1湯匙爆香薑蔥，下蜆兜炒至蜆殼半開。', '灒酒，注入史雲生清雞湯及水煮滾，加粉絲，再煮1-2分鐘至蜆熟，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=114
110,鮮蝦帶子蒸蛋白,"['史雲生清雞湯250毫升', '蝦 （去殼）6隻', '帶子 6粒', '蛋白 4隻', '把鮮蝦及帶子整齊排好 ，蒸出來較美觀。']",['將蛋白與史雲生清雞湯拌勻，加入蝦及帶子， 倒入深碟內用中火蒸8分鐘，即成。'],https://www.swansoncooking.com.hk/recipe-detail.php?id=115
111,金銀滿屋,"['史雲生金華火腿上湯250毫升', '炸豆腐（切半）4件', '冬菇（浸軟洗淨）8隻', '燒肉（斬件）250克', '西蘭花（切小球）1個', '蒜頭（切片）1瓣', '蠔油1湯匙', '糖1/2茶匙']","['爆香蒜片，加入炸豆腐、冬菇及燒肉兜炒，注入史雲生金華火腿上湯及調味料炆至入味。', '加入西蘭花，以生粉水埋芡，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=116
112,銀龍賀豐收,"['史雲生清雞湯 1公升', '龍蝦或大蝦（去殻）600﹣900克', '素翅450克', '急凍花膠絲（用湯煨煮）80克', '金華火腿 適量', '籚筍（灼熟）\u3000150克', '蟹子\u3000適量', '水500毫升', '老抽1茶匙', '史雲生清雞湯100毫升', '馬蹄粉6湯匙', '水100毫升', '糖1/2荼匙', '用史雲生清雞湯燴煮素趐能為食材添加鮮味！再配搭海鮮，便可輕鬆烹調出一道健康節日佳餚！']","['將史雲生清雞湯與金華火腿先煮滾，再加入素趐用大火煲約10分鐘，瀝乾備用。', '將龍蝦或大蝦灼熟，切片排放於碟上。', '將素翅及花膠絲加至芡汁中並煮至汁變濃稠，盛起放在蝦肉上，再拌上蟹子或蘆筍，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=117
113,海鮮粒炒飯,"['史雲生調味雞汁2茶匙或', '調味雞汁方便裝2包', '什錦海鮮粒150克', '洋蔥（切粒）1/4個', '芥蘭莖粒（飛水）2湯匙', '蛋（拌勻）1隻', '白飯（2碗） 400克', '把飯與半凝固的蛋同炒 , 可使炒飯粒粒金黃可口 ！']","['將海鮮粒與1/2茶匙史雲生調味雞汁拌勻 。', '燒2湯匙油炒熟海鮮粒 ，加入洋蔥及芥蘭莖炒勻 , 取出備用。', '燒2湯匙油 ，先炒蛋液至半凝固 , 隨即加入飯炒勻 ，再加入2茶匙史雲生調味雞汁，2湯匙水及海鮮炒至熟透，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=118
114,蒜茸牛油焗蝦,"['史雲生調味雞汁1茶匙或', '調味雞汁方便裝1包', '中蝦 （連殼修剪好）300克', '生粉1湯匙', '蒜茸30克', '牛油20克', '史雲生調味雞汁1/2茶匙', '水60毫升', '糖1/4茶匙', '生粉1茶匙', '以慢火爆香蒜茸可把蒜茸香味炒出來。']","['中蝦去黑腸，沖淨及抹乾，與1茶匙史雲生調味雞汁拌勻醃5分鐘。', '燒6湯匙油，中蝦薄薄撲上生粉，放入熱油內煎至兩面金黃，取出備用。', '以慢火爆香蒜茸，加入牛油及中蝦，倒入芡汁煮滾兜勻，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=119
115,蒜茸粉絲蒸蝦,"['史雲生調味雞汁2茶匙或', '調味雞汁方便裝2包', '中蝦（6-8隻）300克', '粉絲 （浸透）50克', '蒜頭 （刴茸）4瓣', '油\u30001-2湯匙', '蔥粒\u3000少許', '用史雲生調味雞汁調配的蒜茸汁更惹味可口。']","['史雲生調味雞汁1茶匙與粉絲拌勻，鋪於碟上，備用。', '中蝦剪去蝦鬚及腳，連殼沿背剪開邊，除去蝦腸沖淨及抹乾後，排放在粉絲上。', '燒熱油1-2湯匙，淋於蒜茸上，加入史雲生調味雞汁1茶匙拌勻。把蒜茸汁均勻搽於蝦肉上，隔水並用大火蒸3分鐘至蝦熟，撒上蔥粒，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=120
116,薑蔥魚頭雲煲,"['史雲生調味雞汁1茶匙或', '調味雞汁方便裝1包', '大魚頭（斬件）1個', '蛋（拌勻）½隻', '麵粉250克', '薑（切絲）6片', '蔥（切段）6條', '史雲生調味雞汁\u30001茶匙', '水\u300060毫升', '用麵粉裹著魚件再煎炸成香脆外層 ， 可保留魚的原汁原味！']","['大魚頭斬件後與史雲生調味雞汁拌勻 ，先沾蛋液再沾麵粉 ， 再燒熱油把魚頭半煎炸至金黃香脆 ， 取出，備用。', '瓦煲內燒2湯匙油 ，爆香薑蔥 ，加入魚頭， 邊兜邊倒入芡汁並炒至乾爽入味，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=121
117,火腿粉絲炆節瓜,"['史雲生清雞湯250毫升', '三文治火腿（切條）2塊', '乾粉絲（沖淨）1小包 （50克）', '節瓜（切條）2個（500克）', '薑2片', '乾粉絲不需預先浸軟，沖淨後直接放湯內煮，可保持爽口。']","['燒熱油1湯匙爆香薑片，下節瓜炒片刻，注入史雲生清雞湯煮至節瓜腍身。', '下粉絲煮至軟身，最後加入火腿拌勻，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=122
118,上海肴肉,"['史雲生豬骨湯250毫升', '魚膠粉25克', '水1/4杯', '熟火腿（切粒）250克', '胡椒粉少許', '蘸汁：', '鎮江香醋 少許', '魚膠粉與湯及水的比例要準確，過多或少都會影響質感。']","['將史雲生豬骨湯煮滾，加入已混和1/4杯水之魚膠粉，煮溶。', '加入火腿粒及少許胡椒粉調味。', '將全部材料倒入容器內，雪至凝固。切件上碟，隨個人喜好加入醋，即可食用。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=123
119,雪菜火鴨鴛鴦粉,"['史雲生清雞湯250毫升', '火鴨絲100克', '紅辣椒（切片）1隻', '雪菜（略浸淡後切碎）50克', '鮮本菇50克', '乾粉絲（沖淨）2小包 （100克）', '米粉（浸軟）100-125克', '煮鴛鴦粉要分先後次序，因粉絲較米粉容易吸收更多湯。']","['將2湯匙油燒熱，炒熟紅辣椒，雪菜及鮮本菇，加入史雲生清雞湯並煮至沸騰。', '先加入米粉拌勻並煮至半熟，再加入粉絲。', '將火鴨絲加至米粉並改用中猛火兜炒，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=124
120,粉絲牛仔骨煲,"['牛仔骨（切件）400克', '乾粉絲（浸透）50克', '青 ， 紅 ， 黃燈籠椒（切粒）1湯匙', '乾蔥（切片）2粒', '蒜頭（切片）1粒', '史雲生調味雞汁2茶匙或', '調味雞汁方便裝2包', '生粉1茶匙', '水2湯匙', '油1湯匙', '史雲生調味雞汁1茶匙', '糖\u3000½茶匙', '水60毫升', '用刀背剁鬆牛仔骨可令牛仔骨更易入味']","['用刀背拍鬆牛仔骨並與醃料拌勻， 放置10分鐘', '燒熱2湯匙油 ， 將牛仔骨煎香至八成熟 ， 取出待用', '利用剩餘的油爆香蔥片， 蒜片及燈籠椒，加入芡汁及粉絲並煮至沸騰', '將牛仔骨放在粉絲上 ， 蓋上鍋蓋 ，芡汁收至略乾時快手兜勻即成 ']",https://www.swansoncooking.com.hk/recipe-detail.php?id=125
121,菜心炒牛肉,"['菜心半斤', '牛肉150克', '薑2片', '史雲生調味雞汁1茶匙或', '調味雞汁方便裝1包', '豉油 適量', '豆粉 適量', '糖 適量']","['先用調味料醃牛肉。', '爆香薑片，加入牛肉並炒至7成熟，備用。', '以中火炒菜心，加入史雲生調味雞汁及1湯匙水，加入牛肉即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=126
122,煎免治牛肉薯茸餅,"['薯仔（連皮煲熟後去皮）500克', '麵粉3湯匙', '免治牛肉100克', '洋蔥（切碎）2湯匙', '蒜茸1茶匙', '史雲生調味雞汁3茶匙', '生粉 適量', '史雲生調味雞汁1茶匙', '生粉1茶匙', '水2湯匙', '捏薯餅時雙手可撲些麵粉以避免黏手']","['將薯仔壓成茸, 加入史雲生調味雞汁及生粉拌勻 ', '燒熱1湯匙油, 炒牛肉、蒜茸及洋蔥 , 拌入調味料炒至熟透並加入薯茸內攪勻', '將薯茸分成12份並捏成餅形', '用平底鍋燒少許油 並將薯餅煎至兩面金黃，即可食用']",https://www.swansoncooking.com.hk/recipe-detail.php?id=127
123,蒜香牛柳粒,"['牛肉眼扒300克', '蒜頭（切片）4粒', '洋蔥（切絲）½個', '青及紅椒碎1湯匙', '史雲生調味雞汁2茶匙或', '調味雞汁方便裝2包', '生粉 1 湯匙', '水1 湯匙', '史雲生調味雞汁 ½茶匙', '生粉 ½茶匙', '水4湯匙']","['將牛肉切成約1.5厘米粗粒並與醃料拌勻，放置5分鐘', '燒熱2湯匙油，將蒜片爆香 , 取出隔油待用', '利用剩餘的油將牛柳粒炒至八成熟 , 加入洋蔥，青及紅椒碎及芡汁兜勻 . 最後撒上蒜片 ， 即可食用。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=128
126,淮山杞子雞煲,"['史雲生清雞湯1公升', '雞1隻', '淮山10片', '杞子20克', '薑10克', '蔥10克', '白胡椒 ¼茶匙']","['蔥切段，薑切片，杞子和淮山片以水浸軟。', '將雞洗淨並斬件。', '煲滾一鍋水，加入蔥及薑，放入雞灼5分鐘，瀝乾備用。', '在另一鍋中加入史雲生清雞湯，雞件，瀝乾的淮山片及杞子，烹調1小時。', '加入胡椒作調味料，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=131
127,節瓜炆排骨,"['史雲生清雞湯 250毫升 1盒', '節瓜2個(約400克)', '腩排300克 (約半斤)', '薑5片', '蔥段 20克', '\xa0', '\xa0', '紹興酒 1湯匙', '生抽 1湯匙', '粟粉 1湯匙', '胡椒粉 1/4茶匙', '粟粉 2湯匙 \xa0', '水 50毫升']","['排骨加入紹興酒、生抽、胡椒粉及粟粉醃15分鐘。', '將節瓜去皮後切件。', '用中高火燒熱鍋，加少許油，炒香薑片。', '加入排骨煎至表面金黃色，加入史雲生清雞湯250毫升及節瓜。', '調至中火，蓋上鍋蓋煮15分鐘至排骨全熟及節瓜軟腍。', '加入生粉芡煮至醬汁濃稠。', '灑上蔥段炒勻即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=132
128,香滑蒸水蛋,"['史雲生清雞湯250毫升 1盒', '雞蛋 2隻']","['將250毫升史雲生清雞湯與蛋液拌勻。', '將蛋液注入深碟中，用保鮮紙或錫紙蓋好，用中火蒸8分鐘至熟。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=133
129,瑤柱蝦仁冬瓜環,"['史雲生瑤柱上湯250毫升 1盒', '冬瓜 1公斤, 約1斤半', '蝦仁 150克', '薑5片', '瑤柱 10粒', '鮮草菇 5粒', '粟粉 1湯匙', '水 50毫升', '紹興酒 1/2湯匙', '麻油 1茶匙', '鹽及胡椒粉 適量']","['蝦仁加入紹興酒、麻油、鹽及胡椒粉醃15分鐘。', '將瑤柱浸水1小時然後撕碎。', '鮮草菇切半。', '將冬瓜去皮及瓜囊。', '將冬瓜環放在淺碟上，加入史雲生瑤柱上湯蒸20分鐘至軟身，倒出湯汁留起備用。', '用中火燒熱鍋，加少許油，炒香薑片，加入蝦仁炒約1分鐘。', '加入草菇及瑤柱快炒。', '加入預留起的史雲生瑤柱上湯煮滾。', '準備一個小碗，將生粉和水拌勻成生粉芡，慢慢加入湯中煮至濃稠。', '將瑤柱蝦仁淋在冬瓜環上即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=134
130,香菇雞肉湯飯,"['史雲生清雞湯250毫升 1盒', '雞腿肉(去皮) 100克', '白飯 200克', '洋蔥 1/4個', '白本菇 1/2包', '生抽 1湯匙', '紹興酒1茶匙', '粟粉 1/2茶匙']","['將雞腿肉切條，加入紹興酒、生抽及粟粉醃15分鐘。', '將洋蔥切絲。', '用中高火燒熱鍋，加少許油，炒香洋蔥，然後加入雞肉煮至半熟。', '加入史雲生清雞湯250毫升煮滾。', '加入白本菇煮至軟身。', '將湯料倒在白飯上即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=135
131,白酒浸海鮮,"['史雲生清雞湯250毫升 1盒', '蝦 6隻', '中型魷魚 1隻', '蜆(已吐沙) 50克', '芫茜(切碎) 20克', '牛油 20克', '洋蔥(切粒) 1個', '蒜頭 (切蓉)2瓣', '乾蔥(切粒) 3粒', '白酒 50毫升', '鹽及胡椒粉 適量']","['將已洗淨的魷魚去內臟、眼和皮，然後切成圈。', '用中高火燒熱鍋，加入牛油，炒香洋蔥、乾蔥及蒜蓉。', '加入白酒及史雲生清雞湯250毫升煮滾。', '加入蜆，蓋上鍋蓋，當蜆開始打開後，加入蝦及魷魚煮5分鐘，直至海鮮全熟。', '加入鹽及胡椒粉，灑上芫茜碎即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=136
132,香檸虎蝦意大利飯,"['史雲生清雞湯1公升 1盒', '意大利米\xa0 2嘜 (400克)', '巴馬臣芝士碎 40克', '虎蝦(去腸) 2隻', '洋蔥(切粒) ¼個', '蒜頭(切蓉) 2瓣', '檸檬(刨皮)1個', '檸檬(榨汁)¼個', '淡忌廉 100毫升', '意大利香料 1湯匙', '中筋麵粉 適量', '鹽及黑胡椒 適量']","['虎蝦加鹽及黑胡椒調味，然後均勻地沾上一層中筋麵粉。燒熱油，將虎蝦兩面煎至金黃色，盛起備用。', '將史雲生清雞湯加入鍋中煮滾，轉至小火保溫。', '燒熱油，炒香蒜蓉及洋蔥，加入意大利米炒勻。慢慢加入史雲生清雞湯(份量剛好蓋過米粒)，煮至米粒吸收雞湯，重覆此步驟直至米粒軟硬適中。', '當加入最後一次雞湯時，加入淡忌廉、意大利香料、檸檬皮及檸檬汁。小火收乾水份，煮至水份減至一半時，加入巴馬臣芝士拌勻。', '將意大利飯上碟，放上虎蝦，灑上額外份量的巴馬臣芝士碎，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=137
133,腿茸百花釀冬菇,"['史雲生金華火腿上湯250毫升 1盒', '冬菇(浸軟) 10隻', '蝦膠 200克', '金華火腿(切粒) 20克', '芫茜(切碎) 20克', '小棠菜(切半) 12棵', '蝦仁醃料：', '生粉 2湯匙', '紹興酒 1湯匙', '麻油 1湯匙', '鹽及胡椒粉 適量', '生粉 2茶匙', '水 50毫升']","['將已浸軟的冬菇去蒂。', '將蝦膠及芫茜碎加入碗中，加入生粉、紹興酒、麻油、鹽及胡椒粉醃味。', '用筷子朝同一個方向攪拌約20次。', '將史雲生金華火腿上湯250毫升加入鍋中煮滾，加入冬菇煮15分鐘，撈起瀝乾放涼備用。', '用同一鍋上湯，加入小棠菜灼至軟腍，大約1分鐘，撈起備用；上湯亦留起備用。', '將蝦膠釀入冬菇中，表面加上金華火腿碎。', '將釀冬菇放在碟上，蒸約10分鐘。', '將上湯煮至微滾，加入生粉芡煮至稠身。', '碟邊圍上小棠菜。', '將芡汁淋在釀冬菇上即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=138
134,草菇雞絲浸豆苗,"['史雲生清雞湯250毫升 1盒', '豆苗300克(半斤)', '雞腿肉(去皮) 200克', '草菇 5粒', '薑 2-3片', '雞肉醃料：', '紹興酒 1湯匙', '生抽 1茶匙', '胡椒粉 ¼茶匙']","['將豆苗洗淨瀝乾。', '將薑去皮及切片。', '將草菇洗淨後切半。', '將雞腿肉切條，加入紹興酒、生抽及胡椒粉醃10分鐘。', '用中高火燒熱鍋，加少許油，炒香薑片，加入雞肉炒至半熟。', '加入史雲生清雞湯250毫升煮至微滾。', '加入豆苗及草菇煮至軟腍，而雞肉同時煮熟，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=139
135,蟲草花海參花菇炆雞,"['史雲生金華火腿上湯250毫升 1盒', '雞 半隻', '海參(已浸發) 2條', '花菇(已浸發) 4隻', '蟲草花(已浸發) 20克', '薑片2-3片', '蔥粒 2湯匙', '生粉 1湯匙', '水 2湯匙', '調味雞汁2 茶匙']","['將雞切件，加入調味雞汁醃20分鐘。', '將海參及花菇切件。', '用中高火燒熱鍋，加少許油，炒香薑片，加入雞件煎至金黃色。', '加入花菇及海參，然後加入史雲生金華火腿上湯250毫升煮滾。', '調校至中火，蓋上鍋蓋，煮至雞件熟透、花菇及海參軟腍。', '加入蟲草花拌勻，加入生粉水，煮至醬汁濃稠。', '灑上蔥粒即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=140
136,蒜香煮青口,"['史雲生清雞湯250毫升', '青口(洗淨瀝乾) 20隻', '牛油(切粒) 50克', '蕃茜(切碎) 20克', '蒜頭(切碎) 2瓣', '乾蔥(切粒) 2粒', '白酒 50毫升', '檸檬(榨汁) ¼個', '鹽及黑胡椒 適量']","['用中高火燒熱鍋，加入牛油20克煮溶，炒香蒜蓉及乾蔥。', '加入青口、白酒及史雲生清雞湯煮滾，蓋上鍋蓋煮至青口打開，取出青口上碟。', '在鍋中的湯汁中慢慢加入牛油30克，最後加下檸檬汁煮至醬汁濃稠。下鹽及黑胡椒調味，灑上蕃茜碎拌勻，並淋在青口上即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=141
137,瑤柱貴妃雞,"['史雲生清雞湯1公升 1盒', '雞 1隻', '瑤柱4－5粒', '紹興酒 50毫升', '水1公升', '薑(切片) 適量', '蔥(切段) 適量', '麻油 掃面用']","['將瑤柱浸軟，然後撕碎。', '將薑和蔥塞入雞腹腔中。', '煮滾一鍋水，將雞汆水5分鐘, 瀝乾備用。', '準備一個大鍋，加入水、史雲生清雞湯1公升及紹興酒煮滾。', '加入雞(上湯需浸過整隻雞)，加入瑤柱碎，繼續煮直至上湯煮滾。', '轉小火滾20分鐘。', '蓋上鍋蓋，熄火焗30分鐘，瀝乾放涼。', '將雞切件，然後在雞表面掃上一層麻油。', '完成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=142
138,野菌帶子蘆筍意大利飯,"['史雲生清雞湯1公升 1盒', '意大利米 200克', '野菌(去蒂) 100克', '蘆筍(去皮切段) 50克', '巴馬臣芝士碎 40克', '帶子 4隻', '洋蔥(切粒) ½個', '蒜頭(切蓉) 2瓣', '檸檬(磨皮及榨汁) 1個', '淡忌廉 100毫升', '意大利香草 1湯匙', '鹽及黑胡椒 適量']","['將帶子抹乾，灑鹽及黑胡椒調味。', '煮滾一鍋水，加入蘆筍汆水2分鐘，然後撈起浸在凍水中放涼，瀝乾備用。', '用高火燒熱鍋，加少許油，加入帶子煎至兩面金黃色，盛起備用。', '準備一個鍋，加入史雲生清雞湯1公升煮滾，轉至小火保溫。', '用中高火燒熱淺鍋，加少許油，炒香蒜蓉及洋蔥，加入野菌及意大利米翻炒。', '慢慢加入雞湯(每次份量剛好蓋過米粒)，直至米粒吸收雞湯，重覆此步驟直至米粒軟身。', '當加入最後一次雞湯時，加入淡忌廉、意大利香草、檸檬皮及檸檬汁。', '煮至湯汁減少一半份量，加入巴馬臣芝士碎拌勻。', '加入蘆筍輕輕炒勻，上碟，在意大利飯上放上帶子，灑少許巴馬臣芝士碎即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=143
139,椰香芋頭炆雞,"['史雲生清雞湯250毫升 1盒', '雞 ½隻', '紅蘿蔔 ¼條', '乾蔥(切絲) 2粒', '薑(去皮切片) 3-4片', '蔥(切絲浸水) 3條', '芋頭(去皮) 500克', '椰奶200毫升', '史雲生調味雞汁2茶匙']","['將雞切件，加入史雲生調味雞汁醃20分鐘。', '紅蘿蔔去皮切片。', '芋頭切件。', '用中高火燒熱鍋，加少許油，炒香薑片及乾蔥絲，加入雞件煎至金黃色。', '加入芋頭，然後加入史雲生清雞湯250毫升煮滾，轉至中火，蓋上鍋蓋煮30分鐘直至芋頭軟腍。', '加入椰奶及紅蘿蔔再煮5分鐘。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=144
140,話梅醉雞翼,"['史雲生清雞湯250毫升 1盒', '雞中翼(去骨) 8隻', '紅蘿蔔 1條', '白蘿蔔 1/2條', '話梅 10粒', '薑(切片) 適量', '蔥(切段) 適量', '紹興酒 200毫升', '史雲生調味雞汁 2茶匙']","['紅蘿蔔及白蘿蔔去皮切條。', '將紅蘿蔔及白蘿蔔釀入雞翼中。', '雞翼加入史雲生調味雞汁醃15分鐘。', '準備一個鍋，加入史雲生清雞湯250毫升、紹興酒及話梅用大火煮滾，然後轉中火煮10分鐘，熄火放涼。', '煮滾一鍋水，加入薑、蔥及雞翼，煮至雞翼熟透。', '撈起雞翼浸入冰水中，直至完全冷卻。', '撈起雞翼浸在加了紹興酒及話梅的雞湯中，放入雪櫃冷藏過夜即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=145
141,雪菜雞絲湯麵,"['史雲生清雞湯500毫升 1盒', '雪菜(切粒) 1棵', '雞柳(切粗條) 4條', '上海幼麵(約300克) 1個', '紅椒(切絲) 1隻', '史雲生調味雞汁 1茶匙']","['雞柳加入史雲生調味雞汁醃15分鐘。', '用中高火燒熱鑊，加少許油，加入雞柳炒至半熟。', '加入雪菜及紅椒炒熟，盛起備用。', '準備一煲滾水，加入上海幼麵煮約3分鐘至麵條軟身，再撈起過冷河備用。', '將史雲生清雞湯倒入煲煮滾，加入幼麵再煮滾。', '撈起幼麵放入碗，並鋪上雞柳、雪菜及紅椒絲。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=146
142,三鮮燴豆腐,"['史雲生清雞湯250毫升 1盒', '軟豆腐 1磚', '蝦仁 150克', '小帶子100克', '魷魚(中型) 1隻', '蒜蓉 2湯匙', '薑蓉 1湯匙', '鹽及胡椒粉 適量', '生粉水 埋芡用', '\xa0', '海鮮醃料：', '紹興酒 2湯匙', '薑蓉 2湯匙', '鹽及胡椒粉 適量']","['洗淨魷魚後切件。', '在大碗內加入魷魚、蝦仁、小帶子，然後加入薑蓉、紹興酒、鹽及胡椒粉醃10分鐘。', '將豆腐切粒。', '用中高火燒熱鍋，加少許油，加入蒜蓉及薑蓉炒香。', '加入海鮮快炒，加入史雲生清雞湯250毫升煮滾。', '加入豆腐煮5分鐘。', '慢慢加入生粉水煮至醬汁濃稠，最後加鹽及胡椒粉調味即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=147
143,翠玉瓜炒雞柳,"['水¼ 杯', '生粉 （拌水1湯匙）1茶匙']","['雞柳與史雲生調味雞汁2茶匙拌勻，待10分鐘。', '燒熱油2湯匙爆香蒜片，加雞柳炒至9成熟，取出。', '再燒熱油2湯匙爆香薑片，下翠玉瓜兜炒，加史雲生調味雞汁1茶匙及水炒至9成熟。把雞柳回鑊，加生粉水拌勻，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=148
144,節瓜肉碎炒粉絲,['水⅓ 杯'],"['豬肉與1茶匙史雲生調味雞汁拌勻。', '燒2湯匙油爆香蒜頭，加豬肉炒片刻，放入節瓜、紅蘿蔔及冬菇兜炒，加2茶匙史雲生調味雞汁及 ⅓ 杯水拌勻煮至節瓜熟。', '最後加入粉絲，兜炒至入味，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=149
145,菜心炒牛肉,"['牛肉 （橫紋切片）150克', '生粉½ 茶匙', '生抽½ 茶匙', '糖½ 茶匙']","['牛肉與醃料拌勻，待10分鐘。', '燒2湯匙油爆香薑片，加菜心炒片刻，加史雲生調味雞汁、糖及水與菜心兜勻，取出。', '再燒2湯匙油爆香蒜片，加牛肉炒至8成熟，加菜心炒數下，注入芡汁拌勻，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=150
147,獅子狗卷蟹柳蛋米粉,"['史雲生鮮魚湯500克', '乾米粉（煮熟）200克', '日式獅子狗卷4條', '日式蟹柳4條', '粟米粒2湯匙', '椰菜絲100克', '烚熟蛋（開邊）1隻']","['將史雲生鮮魚湯煮至沸騰。', '加入椰菜絲，熟米粉，日式獅子狗卷，蟹柳及粟米粒至鮮魚湯內。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=152
150,竹笙花菇仔,"['史雲生金華火腿上湯250毫升 1盒', '野生竹笙 （剪去頭及尾、浸軟及汆水）12條', '花菇仔（浸透、去蒂）80克', '蒜頭（切片）2粒', '紹興酒 2湯匙', '水 1 杯', '糖 1茶匙', '蠔油 2湯匙', '生粉水 適量']","['花菇仔及竹笙浸透後，取出壓出水份。', '燒2至3湯匙油，爆香蒜頭，放入花菇仔兜炒，灒紹興酒，加史雲生金華火腿上湯、水、糖及蠔油煮滾；蓋好，改用中慢火炆至花菇仔入味。', '放入竹笙炆多一會後，拌入適量生粉水埋芡。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=155
151,海鮮冬瓜盅,"['冬瓜\xa0 1端 (1 8 – 2 0厘 米 高 )', '史雲生清雞湯 1公升 1盒', '瑤柱\xa0 ( 略 浸 )\xa0 2-3粒', '熟蟹肉 50克', '蝦仁\xa0 ( 切 粒 )\xa0 50克', '帶子 \xa0( 切 粒) 50克', '罐裝草菇 \xa0( 切 粒) 50克', '青豆 1湯匙']","['1.\t先把冬瓜沖淨外皮，刮去瓜瓤，坐大碗內，再放入大鍋。注水入鍋內，不可超越碗邊。', '2.\t史雲生清雞湯煮滾，注入冬瓜內，可加適量水至8成滿，放入瑤柱。蓋上鍋蓋，中火燉至冬瓜腍 (視乎瓜肉厚薄) 約1-1½ 小時。', '3.\t海鮮粒、草菇及青豆分別飛水；與熟蟹肉加入燉好冬瓜湯內，多燉5分鐘即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=156
153,翠玉瓜炒雞柳,"['雞柳（切粗條）200克', '翠玉瓜（約280克連皮切件）1個', '蒜頭（切片）1瓣', '薑2片', '生粉 （拌1湯匙水）1茶匙', '水¼ 杯', '史雲生調味雞汁1茶匙', '史雲生調味雞汁2茶匙', '生粉 1茶匙']","['雞柳與醃料拌勻，待10分鐘，備用。', '燒熱油2湯匙，爆香蒜片，下雞柳炒至九成熟，取出。', '燒熱油2湯匙，爆香薑片，下翠玉瓜兜炒，加史雲生調味雞汁1茶匙及水炒至九成熟。雞柳回鑊，加生粉水拌勻。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=158
