text,created_at
In one year Tariffs have rebuilt our Steel Industry - it is booming! We placed a 25% Tariff on ï¿½ï¿½ï¿½dumpedï¿½ï¿½ï¿½ steel from China &amp; other countries and we now have a big and growing industry. We had to save Steel for our defense and auto industries both of which are coming ,5/14/2019 10:15
..There will be nobody left in China to do business with. Very bad for China very good for USA! But China has taken so advantage of the U.S. for so many years that they are way ahead (Our Presidents did not do the job). Therefore China should not retaliate-will only get worse!,5/13/2019 15:55
There is no reason for the U.S. Consumer to pay the Tariffs which take effect on China today. This has been proven recently when only 4 points were paid by the U.S. 21 points by China because China subsidizes product to such a large degree. Also the Tariffs can be.....,5/13/2019 15:55
...completely avoided if you buy from a non-Tariffed Country or you buy the product inside the USA (the best idea). Thatï¿½ï¿½ï¿½s Zero Tariffs. Many Tariffed companies will be leaving China for Vietnam and other such countries in Asia. Thatï¿½ï¿½ï¿½s why China wants to make a deal ,5/13/2019 15:55
RT @GOPChairwoman: Joe Biden let China get away with cheating when he was Vice President and he continues to naively dismiss China today.ï¿½,5/13/2019 13:12
The unexpectedly good first quarter 3.2% GDP was greatly helped by Tariffs from China. Some people just donï¿½ï¿½ï¿½t g,5/13/2019 11:02
I say openly to President Xi &amp; all of my many friends in China that China will be hurt very badly if you donï¿½ï¿½ï¿½t make a deal because companies will be forced to leave China for other countries. Too expensive to buy in China. You had a great deal almost completed &amp; you backe,5/13/2019 10:49
Their is no reason for the U.S. Consumer to pay the Tariffs which take effect on China today. This has been proven recently when only 4 points were paid by the U.S. 21 points by China because China subsidizes product to such a large degree. Also the Tariffs can be.....,5/13/2019 10:40
....completely avoided if you by from a non-Tariffed Country or you buy the product inside the USA (the best idea). Thatï¿½ï¿½ï¿½s Zero Tariffs. Many Tariffed companies will be leaving China for Vietnam and other such countries in Asia. Thatï¿½ï¿½ï¿½s why China wants to make a deal ,5/13/2019 10:40
..There will be nobody left in China to do business with. Very bad for China very good for USA! But China has taken so advantage of the U.S. for so many years that they are way ahead (Our Presidents did not do the job). Therefore China should not retaliate-will only get worse!,5/13/2019 10:40
China is DREAMING that Sleepy Joe Biden or any of the others gets elected in 2020. They LOVE ripping off America!,5/12/2019 23:22
We are right where we want to be with China. Remember they broke the deal with us &amp; tried to renegotiate. We will be taking in Tens of Billions of Dollars in Tariffs from China. Buyers of product can make it themselves in the USA (ideal) or buy it from non-Tariffed countries...,5/12/2019 21:06
....We will then spend (match or better) the money that China may no longer be spending with our Great Patriot Farmers (Agriculture) which is a small percentage of total Tariffs received and distribute the food to starving people in nations around the world! GREAT! #MAGA,5/12/2019 21:06
RT @realDonaldTrump: I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around foï¿½,5/12/2019 3:40
RT @GOPChairwoman: An Ohio manufacturing CEO explains that cracking down on China has meant stability and predictability for his business.ï¿½,5/11/2019 23:27
I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around for the next election 2020 to see if they could get lucky &amp; have a Democrat win - in which case they would continue to rip-off the USA for $500 Billion a year....,5/11/2019 22:18
RT @GovMikeHuckabee: I sure wish Sen Richard Burr was as interested in Biden's cushy deals w/ Ukraine &amp; China while VP than he is in the haï¿½,5/11/2019 12:19
RT @GOPChairwoman: While @realDonaldTrump is standing up to Chinaï¿½ï¿½ï¿½s unfair trade practices Joe Biden says they are not ï¿½ï¿½ï¿½competiti,5/11/2019 12:17
RT @GOP: ï¿½ï¿½ï¿½This is crazy... China not being a threat? [Biden is] so out of touch.ï¿½ï¿½ï¿½ -@kayleighmcenany https://t.c,5/11/2019 12:16
RT @LindseyGrahamSC: When it comes to China they will never change their behavior until someone stands up to them.  Iï¿½ï¿½ï¿½m proud of Presid,5/11/2019 12:14
RT @TommyHicksGOP: For years China has engaged in unfair trade practices. While the US-China relationship is important @realDonaldTrump iï¿½,5/11/2019 12:08
RT @LindseyGrahamSC: Will stand behind President @realDonaldTrump and his team as he insists on a  great deal with China.  Itï¿½ï¿½ï¿½s our l,5/11/2019 12:07
RT @LindseyGrahamSC: @realDonaldTrump When it comes to China we must be willing to accept short term pain for long term gain. Stick to yï¿½,5/11/2019 12:07
RT @realDonaldTrump: ....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have moreï¿½,5/11/2019 0:11
Over the course of the past two days the United States and China have held candid and constructive conversations on the status of the trade relationship between both countries. The relationship between President Xi and myself remains a very strong one and conversations....,5/10/2019 19:14
....into the future will continue. In the meantime the United States has imposed Tariffs on China which may or may not be removed depending on what happens with respect to future negotiations!,5/10/2019 19:14
ýýýWe have been engaged in an unfair relationship with China for a long time. They have reneged on the commitments they made to the WTO particularly around intellectual property.ýýý Carly Fiorina @MariaBartiromo,5/10/2019 13:39
Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS the greatest anywhere in the World!,5/10/2019 12:55
....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,5/10/2019 12:07
Tariffs will make our Country MUCH STRONGER not weaker. Just sit back and watch! In the meantime China should not renegotiate deals with the U.S. at the last minute. This is not the Obama Administration or the Administration of Sleepy Joe who let China get away with ï¿½ï¿½ï¿½murd,5/10/2019 11:48
....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods &amp; products a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in we will buy.....,5/10/2019 11:43
....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,5/10/2019 11:43
Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods &amp; products. These massive payments go directly to the Treasury of the U.S....,5/10/2019 11:43
We have lost 500 Billion Dollars a year for many years on Crazy Trade with China. NO MORE!,5/10/2019 11:24
....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods &amp; products a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in we will buy.....,5/10/2019 11:22
....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,5/10/2019 11:22
....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,5/10/2019 11:22
....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,5/10/2019 10:53
....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,5/10/2019 10:53
Talks with China continue in a very congenial manner - there is absolutely no need to rush - as Tariffs are NOW being paid to the United States by China of 25% on 250 Billion Dollars worth of goods &amp; products. These massive payments go directly to the Treasury of the U.S.......,5/10/2019 10:53
....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods &amp; products a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in we will buy.....,5/10/2019 10:53
ýýýThe reality is with the Tariffs the economy has grown more rapidly in the United States and much more slowly in China.ýýý Peter Morici Former Chief Economist USITC,5/8/2019 20:58
....Guess what thatï¿½ï¿½ï¿½s not going to happen! China has just informed us that they (Vice-Premier) are now coming to the U.S. to make a deal. Weï¿½ï¿½ï¿½ll see but I am very happy with over $100 Billion a year in Tariffs filling U.S. coffers...great for U.S. not goo,5/8/2019 12:48
The reason for the China pullback &amp; attempted renegotiation of the Trade Deal is the sincere HOPE that they will be able to ï¿½ï¿½ï¿½negotiateï¿½ï¿½ï¿½ with Joe Biden or one of the very weak Democrats and thereby continue to ripoff the United States (($500 Billion a year)) for years,5/8/2019 12:48
The United States has been losing for many years 600 to 800 Billion Dollars a year on Trade. With China we lose 500 Billion Dollars. Sorry weï¿½ï¿½ï¿½re not going to be doing that an,5/6/2019 11:08
RT @IngrahamAngle: Excellent decision by @realDonaldTrump! No other president has had the guts to take on the China challenge.  #AmericaNowï¿½,5/5/2019 20:22
For 10 months China has been paying Tariffs to the USA of 25% on 50 Billion Dollars of High Tech and 10% on 200 Billion Dollars of other goods. These payments are partially responsible for our great economic results. The 10% will go up to 25% on Friday. 325 Billions Dollars....,5/5/2019 16:08
....of additional goods sent to us by China remain untaxed but will be shortly at a rate of 25%. The Tariffs paid to the USA have had little impact on product cost mostly borne by China. The Trade Deal with China continues but too slowly as they attempt to renegotiate. No!,5/5/2019 16:08
RT @DailyCaller: DOJ Asks Courts To Lighten Up On Qualcomm As It Battles China For 5G Supremacy https://t.co/6CEMpAwJZF,5/5/2019 1:49
Had a long and very good conversation with President Putin of Russia. As I have always said long before the Witch Hunt started getting along with Russia China and everyone is a good thing not a bad thing....,5/3/2019 17:06
China is adding great stimulus to its economy while at the same time keeping interest rates low. Our Federal Reserve has incessantly lifted interest rates even though inflation is very low and instituted a very big dose of quantitative tightening. We have the potential to go...,4/30/2019 17:56
Despite the unnecessary and destructive actions taken by the Fed the Economy is looking very strong the China and USMCA deals are moving along nicely there is little or no Inflation and USA optimism is very high!,4/4/2019 12:01
....are all coming back to the U.S. So is everyone else. We now have the best Economy in the World the envy of all. Get that big beautiful plant in Ohio open now. Close a plant in China or Mexico where you invested so heavily pre-Trump but not in the U.S.A. Bring jobs home!,3/18/2019 11:45
Google is helping China and their military but not the U.S. Terrible! The good news is that they helped Crooked Hillary Clinton and not Trump....and how did that turn out?,3/16/2019 21:07
I have asked China to immediately remove all Tariffs on our agricultural products (including beef pork etc.) based on the fact that we are moving along nicely with Trade discussions....,3/1/2019 23:08
All false reporting (guessing) on my intentions with respect to North Korea. Kim Jong Un and I will try very hard to work something out on Denuclearization &amp; then making North Korea an Economic Powerhouse. I believe that China Russia Japan &amp; South Korea will be very helpful!,2/27/2019 9:45
If a deal is made with China our great American Farmers will be treated better than they have ever been treated before!,2/26/2019 0:04
China Trade Deal (and more) in advanced stages. Relationship between our two Countries is very strong. I have therefore agreed to delay U.S. tariff hikes. Letï¿½ï¿½ï¿½s see what ha,2/25/2019 20:12
....productive talks I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both sides make additional progress we will be planning a Summit for President Xi and myself at Mar-a-Lago to conclude an agreement. A very good weekend for U.S. &amp; China!,2/24/2019 22:50
I am pleased to report that the U.S. has made substantial progress in our trade talks with China on important structural issues including intellectual property protection technology transfer agriculture services currency and many other issues. As a result of these very......,2/24/2019 22:39
President Xi of China has been very helpful in his support of my meeting with Kim Jong Un. The last thing China wants are large scale nuclear weapons right next door. Sanctions placed on the border by China and Russia have been very helpful. Great relationship with Chairman Kim!,2/24/2019 13:05
Very productive talks yesterday with China on Trade. Will continue today! I will be leaving for Hanoi Vietnam early tomorrow for a Summit with Kim Jong Un of North Korea where we both expect a continuation of the progress made at first Summit in Singapore. Denuclearization?,2/24/2019 12:58
RT @seanhannity: **REPORT: ï¿½ï¿½ï¿½China is proposing that it could buy an additional $30 billion a year of U.S. agricultural products includin,2/24/2019 4:02
Important meetings and calls on China Trade Deal and more today with my staff. Big progress being made on soooo many different fronts! Our Country has such fantastic potential for future growth and greatness on an even higher level!,2/17/2019 12:00
Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings with me at Mar-a-Lago giving the details. In the meantime Billions of Dollars are being paid to the United States by China in the form of Trade Tariffs!,2/17/2019 0:17
Looking for China to open their Markets not only to Financial Services which they are now doing but also to our Manufacturing Farmers and other U.S. businesses and industries. Without this a deal would be unacceptable!,1/31/2019 14:56
....Chinaï¿½ï¿½ï¿½s representatives and I are trying to do a complete deal leaving NOTHING unresolved on the table. All of the many problems are being discussed and will be hopefully resolved. Tariffs on China increase to 25% on March 1st so all working hard to complete by that,1/31/2019 12:56
Chinaï¿½ï¿½ï¿½s top trade negotiators are in the U.S. meeting with our representatives. Meetings are going well with good intent and spirit on both sides. China does not want an increase in Tariffs and feels they will do much better if they make a deal. They are correct. I will be,1/31/2019 12:41
China posts slowest economic numbers since 1990 due to U.S. trade tensions and new policies. Makes so much sense for China to finally do a Real Deal and stop playing around!,1/21/2019 21:57
For decades politicians promised to secure the border fix our trade deals bring back our factories get tough on China move the Embassy to Jerusalem make NATO pay their fair share and so much else - only to do NOTHING (or worse)....,1/14/2019 22:19
Talks with China are going very well!,1/8/2019 13:16
Michael Pillsbury interviewed by @cvpayne: ï¿½ï¿½ï¿½They have the motive of making the President look bad ï¿½ï¿½ï¿½ instead of President Trump being portrayed as a HERO. The first President to take China on itï¿½ï¿½ï¿½s 20,1/4/2019 1:19
The United States Treasury has taken in MANY billions of dollars from the Tariffs we are charging China and other countries that have not treated us fairly. In the meantime we are doing well in various Trade Negotiations currently going on. At some point this had to be done!,1/3/2019 14:52
Just had a long and very good call with President Xi of China. Deal is moving along very well. If made it will be very comprehensive covering all subjects areas and points of dispute. Big progress being made!,12/29/2018 16:03
There has never been a president who has been tougher (but fair) on China or Russia - Never just look at the facts. The Fake News tries so hard to paint the opposite picture.,12/21/2018 14:41
It is incredible that with a very strong dollar and virtually no inflation the outside world blowing up around us Paris is burning and China way down the Fed is even considering yet another interest rate hike. Take the Victory!,12/17/2018 13:27
China just announced that their economy is growing much slower than anticipated because of our Trade War with them. They have just suspended U.S. Tariff Hikes. U.S. is doing very well. China wants to make a big and very comprehensive deal. It could happen and rather soon!,12/14/2018 16:35
China just announce the there economy is growing much slower than anticipated because of our Trade War with them. They have just suspended U.S. Tariff Hikes. U.S. is doing very well. China wants to make a big and very comprehensive deal. It could happen and rather soon!,12/14/2018 16:25
Very productive conversations going on with China! Watch for some important announcements!,12/11/2018 13:19
China talks are going very well!,12/7/2018 13:13
Statement from China: ï¿½ï¿½ï¿½The teams of both sides are now having smooth communications and good cooperation with each other. We are full of confidence that an agreement can be reached within the next 90 days.ï¿½ï¿½,12/7/2018 0:56
.....considered to be the worst and most dangerous addictive and deadly substance of them all. Last year over 77000 people died from Fentanyl. If China cracks down on this ï¿½ï¿½ï¿½horror drugï¿½ï¿½ï¿½ using the Death Penalty for distributors and pushers the results will be,12/5/2018 13:51
One of the very exciting things to come out of my meeting with President Xi of China is his promise to me to criminalize the sale of deadly Fentanyl coming into the United States. It will now be considered a ï¿½ï¿½ï¿½controlled substance.ï¿½ï¿½ï¿½ This could be a game changer on wh,12/5/2018 13:44
Very strong signals being sent by China once they returned home from their long trip including stops from Argentina. Not to sound naive or anything but I believe President Xi meant every word of what he said at our long and hopefully historic meeting. ALL subjects discussed!,12/5/2018 13:19
.....China had agreed to start ï¿½ï¿½ï¿½immediatelyï¿½ï¿½ï¿½ buying U.S. products.ï,12/5/2018 12:49
ýýýChina officially echoed President Donald Trumpýýýs optimism over bilateral trade talks. Chinese officials have begun preparing to restart imports of U.S. Soybeans &amp; Liquified Natural Gas the first sign confirming the claims of President Donald Trump and the White House that......,12/5/2018 12:46
.....China does not want Tariffs!,12/5/2018 0:21
We are either going to have a REAL DEAL with China or no deal at all - at which point we will be charging major Tariffs against Chinese product being shipped into the United States. Ultimately I believe we will be making a deal - either now or into the future....,12/5/2018 0:20
.....But if a fair deal is able to be made with China one that does all of the many things we know must be finally done I will happily sign. Let the negotiations begin. MAKE AMERICA GREAT AGAIN!,12/4/2018 15:10
......on seeing whether or not a REAL deal with China is actually possible. If it is we will get it done. China is supposed to start buying Agricultural product and more immediately. President Xi and I want this deal to happen and it probably will. But if not remember......,12/4/2018 14:55
The negotiations with China have already started. Unless extended they will end 90 days from the date of our wonderful and very warm dinner with President Xi in Argentina. Bob Lighthizer will be working closely with Steve Mnuchin Larry Kudlow Wilbur Ross and Peter Navarro.....,12/4/2018 14:30
President Xi and I have a very strong and personal relationship. He and I are the only two people that can bring about massive and very positive change on trade and far beyond between our two great Nations. A solution for North Korea is a great thing for China and ALL!,12/3/2018 13:18
Farmers will be a a very BIG and FAST beneficiary of our deal with China. They intend to start purchasing agricultural product immediately. We make the finest and cleanest product in the World and that is what China wants. Farmers I LOVE YOU!,12/3/2018 13:01
My meeting in Argentina with President Xi of China was an extraordinary one. Relations with China have taken a BIG leap forward! Very good things will happen. We are dealing from great strength but China likewise has much to gain if and when a deal is completed. Level the field!,12/3/2018 12:54
China has agreed to reduce and remove tariffs on cars coming into China from the U.S. Currently the tariff is 40%.,12/3/2018 4:00
Billions of Dollars are pouring into the coffers of the U.S.A. because of the Tariffs being charged to China and there is a long way to go. If companies donï¿½ï¿½ï¿½t want to pay Tariffs build in the U.S.A. Otherwise lets just make our Country richer than ever b,11/29/2018 12:32
Very disappointed with General Motors and their CEO Mary Barra for closing plants in Ohio Michigan and Maryland. Nothing being closed in Mexico &amp; China. The U.S. saved General Motors and this is the THANKS we get! We are now looking at cutting all @GM subsidies including....,11/27/2018 19:05
....for electric cars. General Motors made a big China bet years ago when they built plants there (and in Mexico) - donï¿½ï¿½ï¿½t think that bet is going to pay off. I am here to protect Americaï¿½ï¿½ï,11/27/2018 19:05
Emmanuel Macron suggests building its own army to protect Europe against the U.S. China and Russia. But it was Germany in World Wars One &amp; Two - How did that work out for France? They were starting to learn German in Paris before the U.S. came along. Pay for NATO or not!,11/13/2018 11:50
President Macron of France has just suggested that Europe build its own military in order to protect itself from the U.S. China and Russia. Very insulting but perhaps Europe should first pay its fair share of NATO which the U.S. subsidizes greatly!,11/9/2018 21:10
Just had a long and very good conversation with President Xi Jinping of China. We talked about many subjects with a heavy emphasis on Trade. Those discussions are moving along nicely with meetings being scheduled at the G-20 in Argentina. Also had good discussion on North Korea!,11/1/2018 14:09
The New York Times has a new Fake Story that now the Russians and Chinese (glad they finally added China) are listening to all of my calls on cellphones. Except that I rarely use a cellphone &amp; when I do itï¿½ï¿½ï¿½s government authorized. I like Hard Lines. Just more made up Fake,10/25/2018 13:57
China is actually placing propaganda ads in the Des Moines Register and other papers made to look like news. Thatï¿½ï¿½ï¿½s because we are beating them on Trade opening markets and the farmers will make a fortune when this is over! https://t.co/ppdv,9/26/2018 17:26
.....China has been taking advantage of the United States on Trade for many years. They also know that I am the one that knows how to stop it. There will be great and fast economic retaliation against China if our farmers ranchers and/or industrial workers are targeted!,9/18/2018 12:55
China has openly stated that they are actively trying to impact and change our election by attacking our farmers ranchers and industrial workers because of their loyalty to me. What China does not understand is that these people are great patriots and fully understand that.....,9/18/2018 12:50
The Wall Street Journal has it wrong we are under no pressure to make a deal with China they are under pressure to make a deal with us. Our markets are surging theirs are collapsing. We will soon be taking in Billions in Tariffs &amp; making products at home. If we meet we meet?,9/13/2018 14:15
If the U.S. sells a car into China there is a tax of 25%. If China sells a car into the U.S. there is a tax of 2%. Does anybody think that is FAIR? The days of the U.S. being ripped-off by other nations is OVER!,9/9/2018 14:01
Apple prices may increase because of the massive Tariffs we may be imposing on China - but there is an easy solution where there would be ZERO tax and indeed a tax incentive. Make your products in the United States instead of China. Start building new plants now. Exciting! #MAGA,9/8/2018 15:45
...of money on joint U.S.-South Korea war games. Besides the President can instantly start the joint exercises again with South Korea and Japan if he so chooses. If he does they will be far bigger than ever before. As for the U.S.ï¿½ï¿½ï¿½China trade disputes and ot,8/29/2018 21:23
...differences they will be resolved in time by President Trump and Chinaï¿½ï¿½ï¿½s great President Xi Jinping. Their relationship and bond remain very s,8/29/2018 21:23
STATEMENT FROM THE WHITE HOUSEPresident Donald J. Trump feels strongly that North Korea is under tremendous pressure from China because of our major trade disputes with the Chinese Government. At the same time we also know that China is providing North Korea with...,8/29/2018 21:23
Hillary Clintonï¿½ï¿½ï¿½s Emails many of which are Classified Information got hacked by China. Next move better be by the FBI &amp; DOJ or after all of their other missteps (Comey McCabe Strzok Page Ohr FISA Dirty Dossier etc.) their credibility will be forever,8/29/2018 4:11
Report just out: ï¿½ï¿½ï¿½China hacked Hillary Clintonï¿½ï¿½ï¿½s private Email Server.ï¿½ï¿½ï¿½ Are they sure it wasnï¿½ï¿½ï¿½t Russia (just kidding!)? What are the odds that the FBI and DOJ are right on top of this? Actually a very big story. Much,8/29/2018 1:16
...Secretary Pompeo looks forward to going to North Korea in the near future most likely after our Trading relationship with China is resolved. In the meantime I would like to send my warmest regards and respect to Chairman Kim. I look forward to seeing him soon!,8/24/2018 17:36
...Additionally because of our much tougher Trading stance with China I do not believe they are helping with the process of denuclearization as they once were (despite the UN Sanctions which are in place)...,8/24/2018 17:36
It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the U.S. Postal System from China. We can and must END THIS NOW! The Senate should pass the STOP ACT ï¿½ï¿½ï¿½ and firmly STOP this poison from killing our children and destroying our country. No more ,8/20/2018 17:14
All of the fools that are so focused on looking only at Russia should start also looking in another direction China. But in the end if we are smart tough and well prepared we will get along with everyone!,8/18/2018 11:46
Tom Fitton of Judicial Watch: ï¿½ï¿½ï¿½The Strzok firing is as much about the Mueller operation as anything else. There would be no Mueller Special Councel to investigate so called collusion but for the machinations of Strzok &amp; his colleagues at the top levels of the FBI. We know t,8/14/2018 10:59
As long as I campaign and/or support Senate and House candidates (within reason) they will win! I LOVE the people &amp; they certainly seem to like the job Iï¿½ï¿½ï¿½m doing. If I find the time in between China Iran the Economy and much more which I must we will have a giant Red,8/8/2018 15:25
....China which is for the first time doing poorly against us is spending a fortune on ads and P.R. trying to convince and scare our politicians to fight me on Tariffs- because they are really hurting their economy. Likewise other countries. We are Winning but must be strong!,8/4/2018 20:03
Tariffs are working far better than anyone ever anticipated. China market has dropped 27% in last 4months and they are talking to us. Our market is stronger than ever and will go up dramatically when these horrible Trade Deals are successfully renegotiated. America First.......,8/4/2018 19:47
China is targeting our farmers who they know I love &amp; respect as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year.,7/25/2018 11:20
China the European Union and others have been manipulating their currencies and interest rates lower while the U.S. is raising rates while the dollars gets stronger and stronger with each passing day - taking away our big competitive edge. As usual not a level playing field...,7/20/2018 12:43
I have confidence that Kim Jong Un will honor the contract we signed &amp; even more importantly our handshake. We agreed to the denuclearization of North Korea. China on the other hand may be exerting negative pressure on a deal because of our posture on Chinese Trade-Hope Not!,7/9/2018 14:25
Farmers have not been doing well for 15 years. Mexico Canada China and others have treated them unfairly. By the time I finish trade talks that will change. Big trade barriers against U.S. farmers and other businesses will finally be broken. Massive trade deficits no longer!,6/4/2018 13:47
China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!,6/4/2018 12:41
Very surprised that China would be doing this? https://t.co/D03kV07dF7,6/2/2018 16:35
Our Trade Deal with China is moving along nicely but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion.,5/23/2018 11:55
Under our potential deal with China they will purchase from our Great American Farmers practically as much as our Farmers can produce.,5/21/2018 13:16
China must continue to be strong &amp; tight on the Border of North Korea until a deal is made. The word is that recently the Border has become much more porous and more has been filtering in. I want this to happen and North Korea to be VERY successful but only after signing!,5/21/2018 11:40
On China Barriers and Tariffs to come down for first time.,5/21/2018 11:31
China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things to happen to our farmers in many years!,5/21/2018 11:27
I ask Senator Chuck Schumer why didnï¿½ï¿½ï¿½t President Obama &amp; the Democrats do something about Trade with China including Theft of Intellectual Property etc.? They did NOTHING! With that being said Chuck &amp; I have long agreed on this issue! Fair Trade plus with China will h,5/21/2018 11:21
Talking trade with the Vice Premier of the Peopleï¿½ï¿½ï¿½s Republic of China Liu He. https://t.co/9T7I,5/17/2018 21:27
...We have not seen Chinaï¿½ï¿½ï¿½s demands yet which should be few in that previous U.S. Administrations have done so poorly in negotiating. China has seen our demands. There has been no folding as the media would love people to believe the meeti,5/16/2018 13:09
...havenï¿½ï¿½ï¿½t even started yet! The U.S. has very little to give because it has given so much over the years. China has much to,5/16/2018 13:09
The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...,5/16/2018 13:09
Trade negotiations are continuing with China. They have been making hundreds of billions of dollars a year from the U.S. for many years. Stay tuned!,5/15/2018 12:35
ZTE the large Chinese phone company buys a big percentage of individual parts from U.S. companies. This is also reflective of the larger trade deal we are negotiating with China and my personal relationship with President Xi.,5/14/2018 20:06
China and the United States are working well together on trade but past negotiations have been so one sided in favor of China for so many years that it is hard for them to make a deal that benefits both countries. But be cool it will all work out!,5/13/2018 19:22
President Xi of China and I are working together to give massive Chinese phone company ZTE a way to get back into business fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!,5/13/2018 15:01
I will be speaking to my friend President Xi of China this morning at 8:30. The primary topics will be Trade where good things will happen and North Korea where relationships and trust are building.,5/8/2018 11:22
Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results but it is hard for China in that they have become very spoiled with U.S. trade wins!,5/5/2018 0:31
Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!,5/3/2018 3:45
ýýýThis isnýýýt some game. You are screwing with the work of the president of the United States.ýýý  John Dowd March 2018.  With North Korea China the Middle East and so much more there is not much time to be thinking about this especially since there was no Russian ýýýCollusion.ýýý,5/2/2018 22:40
There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War Negotiations going on with China over Trade Deficits Negotiations on NAFTA and much more. Witch Hunt!,5/2/2018 11:45
Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea this should have been fixed years ago not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!,5/1/2018 11:00
Please do not forget the great help that my good friend President Xi of China has given to the United States particularly at the Border of North Korea. Without him it would have been a much longer tougher process!,4/27/2018 11:50
Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!,4/16/2018 12:31
So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China the coming North Korea meeting and of course the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are,4/11/2018 10:38
Very thankful for President Xi of Chinaï¿½ï¿½ï¿½s kind words on tariffs and automobile barriers...also his enlightenment on intellectual property and technology transfers. We will make great progress tog,4/10/2018 18:30
Very thankful for President Xi of Chinaï¿½ï¿½ï¿½s kind words on tarrifs and automobile barriers...also his enlightenment on intellectual property and technology transfers. We will make great progress tog,4/10/2018 17:51
When a car is sent to the United States from China there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No it sounds like STUPID TRADE -  going on for years!,4/9/2018 10:03
President Xi and I will always be friends no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!,4/8/2018 12:12
The United States hasnï¿½ï¿½ï¿½t had a Trade Surplus with China in 40 years. They must end unfair trade take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year and has been losing Billions of Dollars for decades. Cannot con,4/7/2018 18:03
China which is a great economic power is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S.,4/6/2018 14:32
